ID,gender,ugpa,lsat,grad,fulltime,fam_inc,law_school_tier,race,pass_bar,bar_passed_attempt,birth_year
14351,male,2.9,40,yes,no,4,5,white,yes,first attempt,1964
14358,male,2.9,41,yes,yes,3,4,white,yes,second attempt,1969
14361,female,2.9,34,yes,yes,3,3,white,yes,first attempt,1969
14372,female,2.9,36,yes,yes,4,3,white,yes,first attempt,1969
14397,female,2.9,28.3,yes,yes,4,3,white,yes,first attempt,1967
14498,male,2.9,36,yes,yes,4,2,white,yes,first attempt,1968
14513,female,2.9,29,yes,yes,3,2,white,no,no pass,1956
14514,female,2.9,26.5,yes,yes,4,3,white,yes,first attempt,1961
14544,male,2.9,29,yes,yes,3,1,black,yes,first attempt,1968
14556,male,2.9,26,yes,yes,2,5,black,no,no pass,1965
14599,male,2.9,35.5,yes,yes,4,4,white,no,no pass,1968
14623,male,2.9,35,yes,no,1,5,white,yes,first attempt,1961
14656,male,2.9,40,yes,yes,NA,3,white,yes,first attempt,1966
14665,female,2.9,20.5,no,yes,1,3,black,no,no pass,NA
14670,female,2.9,39,yes,yes,5,5,white,yes,first attempt,1968
14691,male,2.9,37,yes,yes,3,5,white,yes,second attempt,1969
14732,male,2.9,39,yes,no,3,3,white,yes,first attempt,1944
14740,female,2.9,29,yes,yes,2,6,black,no,no pass,1966
14748,female,2.9,37,yes,no,3,3,white,yes,first attempt,1956
14749,female,2.9,39.5,yes,yes,5,5,other,yes,first attempt,1966
14764,male,2.9,34.5,yes,yes,5,3,other,yes,first attempt,1967
14778,male,2.9,40,yes,yes,4,4,white,yes,first attempt,1969
14781,male,2.9,35,yes,yes,4,3,white,yes,first attempt,1969
14796,male,2.9,36,yes,yes,4,4,white,yes,first attempt,1960
14902,female,2.9,40,yes,yes,2,3,white,yes,first attempt,1966
14903,male,2.9,35,yes,yes,2,3,white,yes,first attempt,1957
14924,male,2.9,41,yes,yes,4,3,white,yes,first attempt,1969
14978,male,2.9,38,yes,no,3,3,white,yes,first attempt,1960
14979,female,2.9,33,yes,yes,4,2,white,no,no pass,1970
15018,male,2.9,32,yes,yes,3,2,white,yes,first attempt,1965
15020,female,2.9,31,yes,yes,4,2,white,yes,first attempt,1966
15026,female,2.9,35,yes,yes,4,3,white,yes,first attempt,1966
15044,male,2.9,30,yes,yes,3,3,white,yes,first attempt,1964
15058,female,2.9,36.5,yes,yes,2,1,black,yes,first attempt,1966
15060,male,2.9,46,yes,yes,3,4,white,yes,first attempt,1967
15120,male,2.9,27,yes,yes,4,2,white,yes,first attempt,1968
15131,female,2.9,36,yes,yes,3,4,hisp,yes,second attempt,1950
15138,male,2.9,36,yes,yes,3,3,white,yes,first attempt,1968
15153,female,2.9,38,yes,yes,4,3,white,yes,first attempt,1969
15186,male,2.9,34,yes,yes,3,3,white,yes,first attempt,1963
15194,male,2.9,34.5,yes,yes,3,3,white,yes,first attempt,1957
15220,male,2.9,38,yes,yes,4,4,white,yes,first attempt,1949
15228,male,2.9,30,yes,yes,4,3,white,yes,first attempt,1960
15274,female,2.9,29.7,no,yes,3,5,hisp,yes,second attempt,1968
15293,female,2.9,34,yes,yes,2,3,white,yes,first attempt,1964
15308,male,2.9,43,yes,yes,4,4,white,yes,first attempt,1969
15329,male,2.9,37,yes,yes,5,3,white,yes,first attempt,1968
15365,male,2.9,35.5,yes,yes,3,3,white,yes,first attempt,1964
15375,female,2.9,26,yes,yes,4,2,white,yes,first attempt,1966
15400,female,2.9,35.5,yes,yes,3,5,white,yes,first attempt,1967
15412,female,2.9,28,yes,yes,2,5,asian,yes,first attempt,1968
15425,female,2.9,36,yes,yes,4,4,white,yes,first attempt,1969
15437,female,2.9,15.5,yes,yes,3,3,other,no,no pass,1967
15441,female,2.9,37,yes,yes,3,2,white,yes,first attempt,1969
15442,male,2.9,35,yes,yes,4,3,white,yes,first attempt,1966
15445,female,2.9,28.5,yes,yes,2,2,white,no,no pass,1962
15472,male,2.9,21,yes,yes,4,4,hisp,no,no pass,1962
15500,female,2.9,25,yes,yes,5,4,hisp,yes,first attempt,1969
15552,male,2.9,34,yes,yes,4,2,white,yes,first attempt,1966
15590,male,2.9,42,yes,yes,5,5,white,yes,first attempt,1966
15600,female,2.9,37,yes,yes,4,3,asian,yes,first attempt,1969
15609,male,2.9,23,yes,yes,1,1,black,yes,first attempt,1960
15616,male,2.9,31,yes,yes,4,3,white,yes,first attempt,1967
15617,male,2.9,40,yes,yes,4,5,white,yes,first attempt,1969
15633,male,2.9,32,yes,yes,3,2,white,yes,first attempt,1967
15652,male,2.9,40,yes,yes,4,3,white,yes,first attempt,1969
15679,male,2.9,30,yes,yes,5,3,hisp,yes,second attempt,1969
15737,female,2.9,35,yes,no,4,5,white,yes,first attempt,1964
15748,female,2.9,29.5,yes,yes,5,5,asian,yes,first attempt,1966
15752,male,2.9,43,yes,yes,4,4,white,yes,first attempt,1967
15812,female,2.9,36,yes,no,3,3,white,yes,first attempt,1948
15838,female,2.9,45,yes,yes,4,4,white,yes,first attempt,1963
15844,male,2.9,36,yes,no,4,5,white,yes,first attempt,1959
15890,male,2.9,37,yes,no,3,4,black,yes,first attempt,1960
15902,female,2.9,35,yes,yes,2,3,white,yes,first attempt,1969
15922,male,2.9,39,yes,yes,5,5,white,yes,first attempt,1968
15985,male,2.9,36,yes,yes,4,3,white,yes,second attempt,1962
15987,male,2.9,45,yes,yes,5,4,white,yes,first attempt,1967
15999,male,2.9,38,yes,yes,4,3,white,yes,first attempt,1962
16007,female,2.9,36,yes,yes,4,4,white,yes,first attempt,1969
16011,male,2.9,33,yes,yes,4,2,white,yes,first attempt,1969
16012,male,2.9,30.5,yes,yes,4,5,white,yes,first attempt,1966
16039,female,2.9,36,yes,yes,3,2,white,yes,first attempt,1966
16047,male,2.9,39,yes,yes,4,5,hisp,yes,first attempt,1968
16056,male,2.9,41,yes,yes,4,4,white,yes,first attempt,1960
16071,female,2.9,42,yes,yes,3,4,white,yes,first attempt,1967
16093,male,2.9,40,yes,yes,3,3,white,yes,first attempt,1961
16144,male,2.9,29,yes,yes,4,3,black,yes,first attempt,1967
16196,female,2.9,36,yes,yes,3,3,white,yes,first attempt,1969
16203,female,2.9,43,yes,yes,3,4,white,yes,first attempt,1963
16208,male,2.9,30,yes,yes,4,NA,white,yes,first attempt,1968
16214,female,2.9,36,yes,yes,4,3,white,yes,first attempt,1967
16231,male,2.9,36,yes,yes,NA,3,white,yes,first attempt,1962
16239,male,2.9,35,yes,yes,4,3,white,yes,first attempt,1968
16298,male,2.9,42,yes,yes,4,3,white,yes,first attempt,1967
16299,female,2.9,45,yes,yes,4,4,hisp,yes,first attempt,1970
16341,female,2.9,27,yes,yes,2,4,black,yes,first attempt,1966
16355,male,2.9,29,yes,yes,5,3,white,no,no pass,1967
16366,male,2.9,44,yes,yes,4,4,white,yes,first attempt,1965
16414,male,2.9,38,yes,yes,4,3,asian,yes,first attempt,1968
16454,female,2.9,34,yes,yes,3,3,white,yes,first attempt,1969
16464,female,2.9,40,yes,yes,4,4,white,yes,second attempt,1969
16490,female,2.9,32,yes,yes,5,3,white,yes,first attempt,1968
16495,female,2.9,40,yes,yes,1,5,black,yes,first attempt,1956
16539,female,2.9,38,yes,yes,3,3,white,yes,first attempt,1968
16558,female,2.9,31.3,yes,yes,2,3,white,yes,first attempt,1967
16575,female,2.9,40,yes,yes,3,4,white,yes,first attempt,1966
16584,male,2.9,42,yes,yes,3,4,white,yes,first attempt,1968
16597,female,2.9,27,yes,yes,5,4,black,yes,first attempt,1969
16625,male,2.9,36,yes,yes,3,3,other,yes,first attempt,1968
16649,female,2.9,34,yes,no,3,2,white,yes,first attempt,1964
16674,female,2.9,28,yes,yes,3,5,black,no,no pass,1961
16678,female,2.9,44,yes,yes,3,4,white,yes,first attempt,1965
16684,female,2.9,33,yes,yes,4,4,white,yes,first attempt,1968
16711,male,2.9,32,yes,yes,4,3,white,yes,first attempt,1966
16767,female,2.9,32,yes,yes,3,3,white,yes,first attempt,1965
16774,female,2.9,28,yes,yes,2,2,black,yes,second attempt,1967
16788,male,2.9,34,yes,yes,3,4,white,yes,first attempt,1963
16789,male,2.9,46,yes,yes,4,4,white,yes,first attempt,1968
16797,female,2.9,43,yes,yes,1,5,hisp,yes,first attempt,1967
16815,male,2.9,38,yes,yes,4,3,white,yes,first attempt,1967
16878,female,2.9,36,yes,yes,4,3,white,yes,first attempt,1963
16918,male,2.9,45,yes,yes,4,3,white,yes,first attempt,1969
16931,female,2.9,35,yes,yes,4,3,white,yes,first attempt,1959
16954,male,2.9,28.5,yes,yes,4,2,white,yes,first attempt,1968
16967,female,2.9,37,yes,yes,4,6,black,yes,first attempt,1966
17005,male,2.9,38,yes,yes,4,3,white,yes,second attempt,1969
17037,male,2.9,36,yes,yes,3,4,white,yes,first attempt,1969
17076,female,2.9,36,yes,yes,4,5,white,yes,first attempt,1966
17090,male,2.9,34,yes,yes,NA,3,white,yes,second attempt,1966
17092,male,2.9,43,yes,yes,4,5,white,yes,first attempt,1961
17094,male,2.9,39,yes,yes,3,3,white,yes,first attempt,1968
17113,male,2.9,21,yes,yes,1,4,white,yes,first attempt,1940
17137,male,2.9,35,yes,yes,3,2,white,yes,first attempt,1960
17157,male,2.9,36,yes,yes,4,3,white,yes,first attempt,1964
17168,male,2.9,37,yes,yes,4,3,white,yes,first attempt,1966
17172,male,2.9,41,yes,yes,1,4,white,yes,first attempt,1960
17177,male,2.9,34,yes,yes,4,2,white,yes,first attempt,1966
17215,male,2.9,33,yes,yes,4,3,white,yes,first attempt,1969
17230,female,2.9,42,yes,yes,4,6,white,yes,first attempt,1961
17254,male,2.9,39,yes,yes,3,5,white,yes,first attempt,1966
17268,male,2.9,34,yes,yes,3,2,white,yes,first attempt,1968
17312,female,2.9,21,yes,yes,4,4,black,no,no pass,1968
17338,male,2.9,31,yes,yes,5,4,white,yes,first attempt,1966
17348,male,2.9,46,yes,yes,3,3,white,yes,first attempt,1958
17390,female,2.9,44,yes,no,3,3,white,yes,first attempt,1959
17400,male,2.9,45,yes,yes,4,5,white,yes,first attempt,1966
17405,male,2.9,37,yes,yes,3,3,white,yes,first attempt,1967
17427,male,2.9,45,yes,yes,5,4,white,yes,first attempt,1954
17437,female,2.9,25.5,yes,no,2,4,black,yes,first attempt,1957
17453,female,2.9,34.5,yes,no,4,5,white,yes,first attempt,1964
17492,male,2.9,35,yes,yes,4,4,white,yes,first attempt,1964
17527,male,2.9,29,yes,yes,1,2,white,yes,first attempt,1963
17575,male,2.9,35,yes,yes,4,3,white,yes,second attempt,1969
17578,female,2.9,37,yes,yes,3,2,white,yes,first attempt,1969
17593,male,2.9,29,yes,yes,4,3,white,yes,first attempt,1968
17641,male,2.9,40,yes,yes,2,4,white,yes,first attempt,1966
17669,male,2.9,39,yes,yes,3,3,white,yes,first attempt,1960
17688,female,2.9,41,yes,yes,2,4,hisp,yes,first attempt,1967
17689,female,2.9,34,yes,yes,5,2,white,yes,first attempt,1967
17723,male,2.9,26,yes,yes,5,1,black,yes,first attempt,1969
17756,female,2.9,39,yes,no,2,3,white,yes,first attempt,1940
17790,male,2.9,44,yes,yes,4,3,white,yes,first attempt,1969
17794,male,2.9,32,yes,yes,3,2,white,yes,second attempt,1968
17799,male,2.9,38,yes,yes,4,6,white,yes,first attempt,1969
17805,male,2.9,43,yes,yes,5,5,white,yes,first attempt,1965
17837,male,2.9,34,yes,yes,3,4,black,yes,first attempt,1969
17904,male,2.9,37,yes,yes,4,3,white,yes,first attempt,1967
17909,female,2.9,25,yes,no,3,4,black,no,no pass,1966
17927,male,2.9,38.5,yes,yes,4,4,white,yes,first attempt,1965
17929,female,2.9,31,yes,yes,3,3,white,yes,first attempt,1969
17933,female,2.9,36,yes,yes,3,3,white,yes,first attempt,1963
17956,male,2.9,44,yes,no,4,5,white,yes,first attempt,1964
17967,male,2.9,37,yes,yes,4,3,white,yes,first attempt,1968
17997,male,2.9,42,yes,yes,4,4,white,yes,first attempt,1969
18007,male,2.9,36,yes,yes,4,2,white,yes,first attempt,1964
18040,male,2.9,33.5,yes,yes,3,3,hisp,yes,first attempt,1967
18054,male,2.9,28,yes,yes,2,2,hisp,yes,first attempt,1964
18106,male,2.9,40,yes,yes,4,4,white,yes,first attempt,1963
18109,female,2.9,37,yes,yes,3,4,hisp,yes,first attempt,1970
18147,female,2.9,27,yes,yes,3,3,hisp,no,no pass,1968
18154,male,2.9,30.5,yes,yes,5,2,white,no,no pass,1967
18169,female,2.9,35,yes,yes,4,3,white,yes,first attempt,1968
18220,male,2.9,29,yes,yes,3,5,black,yes,first attempt,1970
18221,male,2.9,39,yes,yes,3,3,white,yes,first attempt,1969
18230,female,2.9,29,yes,yes,3,4,other,yes,first attempt,1968
18239,male,2.9,37,yes,yes,4,2,white,yes,first attempt,1967
18267,female,2.9,33,yes,yes,3,3,asian,yes,first attempt,1966
18268,male,2.9,31.5,yes,yes,4,3,white,yes,first attempt,1966
18292,male,2.9,39,yes,yes,3,3,white,yes,first attempt,1964
18306,female,2.9,34,yes,yes,3,3,white,yes,first attempt,1963
18309,male,2.9,33,yes,yes,4,4,white,yes,first attempt,1965
18312,female,2.9,31,yes,yes,3,5,black,yes,first attempt,1962
18319,male,2.9,35,yes,yes,3,4,white,yes,first attempt,1963
18320,male,2.9,31.5,yes,yes,4,3,white,yes,first attempt,1969
18323,male,2.9,30.5,yes,yes,4,2,white,yes,first attempt,1968
18343,male,2.9,31.5,yes,no,4,3,white,no,no pass,1969
18348,male,2.9,36.5,yes,yes,4,5,white,yes,first attempt,1968
18372,male,2.9,30,yes,yes,4,4,white,yes,first attempt,1962
18373,male,2.9,34,yes,yes,4,3,hisp,yes,first attempt,1966
18380,female,2.9,31,yes,yes,4,3,asian,yes,first attempt,1968
18388,male,2.9,38,yes,yes,3,3,white,yes,first attempt,1965
18458,male,2.9,28,yes,yes,3,4,hisp,yes,first attempt,1968
18462,male,2.9,33,yes,yes,5,3,white,yes,first attempt,1968
18477,male,2.9,31,yes,yes,4,2,white,yes,first attempt,1967
18479,female,2.9,32,yes,yes,4,3,white,yes,first attempt,1961
18506,male,2.9,43,yes,yes,5,5,other,yes,first attempt,1969
18507,male,2.9,29,yes,yes,2,3,white,yes,first attempt,1965
18540,male,2.9,39,yes,yes,3,5,asian,yes,first attempt,1969
18547,male,2.9,37,yes,yes,3,3,hisp,yes,first attempt,1967
18553,male,2.9,44,yes,yes,3,5,white,yes,first attempt,1963
18566,female,2.9,28,yes,yes,3,2,white,yes,second attempt,1969
18575,male,2.9,43,yes,yes,3,4,white,yes,first attempt,1968
18595,male,2.9,29.5,yes,yes,4,3,white,yes,first attempt,1967
18605,female,2.9,43,yes,no,3,5,white,yes,first attempt,1961
18627,male,2.9,39,yes,yes,3,4,hisp,yes,first attempt,1964
18639,male,2.9,35,yes,yes,4,2,white,no,no pass,1959
18649,male,2.9,37,yes,yes,5,3,white,yes,first attempt,1967
18653,female,2.9,31,yes,no,3,3,white,yes,first attempt,1962
18663,male,2.9,33,yes,yes,4,5,asian,yes,first attempt,1968
18681,male,2.9,36,yes,no,3,3,white,yes,first attempt,1965
18706,female,2.9,39,yes,yes,3,4,white,yes,first attempt,1965
18709,female,2.9,40,yes,yes,1,6,hisp,yes,first attempt,1967
18752,male,2.9,40,yes,yes,4,3,white,yes,first attempt,1967
18770,male,2.9,33,yes,yes,3,5,black,no,no pass,1968
18800,male,2.9,38,yes,yes,5,3,white,yes,second attempt,1969
18807,male,2.9,37,yes,yes,4,3,white,yes,first attempt,1967
18843,female,2.9,32,yes,yes,3,3,white,yes,first attempt,1966
18972,male,2.9,29,yes,yes,4,3,white,yes,first attempt,1966
18984,female,2.9,40,yes,yes,2,5,white,yes,first attempt,1962
19052,male,2.9,36,yes,yes,4,5,white,yes,first attempt,1968
19056,male,2.9,36,yes,yes,4,3,white,yes,first attempt,1968
19068,female,2.9,26,yes,yes,1,5,black,no,no pass,1964
19075,female,2.9,33,yes,yes,3,4,white,no,no pass,1968
19081,male,2.9,40,yes,yes,4,3,white,yes,first attempt,1968
19115,male,2.9,33,yes,yes,4,2,white,yes,second attempt,1969
19142,female,2.9,39,yes,yes,3,3,white,yes,first attempt,1967
19146,male,2.9,45,yes,no,2,4,white,yes,first attempt,1954
19147,male,2.9,43,yes,yes,4,4,white,yes,first attempt,1966
19169,male,2.9,43,yes,yes,3,4,white,yes,first attempt,1969
19186,male,2.9,36,yes,no,3,3,white,yes,first attempt,1958
19188,male,2.9,33,yes,yes,3,2,white,yes,first attempt,1960
19216,male,2.9,29,yes,yes,3,3,white,yes,first attempt,1965
19218,female,2.9,32.5,yes,yes,4,3,white,yes,first attempt,1969
19280,female,2.9,39,yes,yes,3,5,black,yes,second attempt,1967
19293,female,2.9,40,yes,yes,4,5,white,yes,first attempt,1966
19304,female,2.9,33,yes,yes,5,5,hisp,yes,first attempt,1968
19318,female,2.9,36,yes,yes,2,5,white,yes,first attempt,1969
19323,male,2.9,35,yes,yes,3,3,white,yes,first attempt,1958
19389,female,2.9,32,yes,yes,3,3,white,yes,first attempt,1968
19396,female,2.9,40,yes,yes,4,4,white,yes,first attempt,1963
19397,female,2.9,41,yes,no,3,4,other,yes,first attempt,1964
19426,male,2.9,33,yes,yes,4,3,white,yes,first attempt,1969
19469,male,2.9,34,yes,yes,3,4,white,yes,first attempt,1957
19552,male,2.9,38,yes,yes,4,3,white,yes,second attempt,1969
19562,female,2.9,39,yes,yes,3,3,white,no,no pass,1969
19584,male,2.9,34,yes,yes,3,3,white,yes,second attempt,1952
19636,male,2.9,34,yes,yes,4,5,white,yes,first attempt,1969
19655,male,2.9,33,yes,yes,2,3,white,yes,first attempt,1962
19662,male,2.9,41,yes,no,2,3,white,yes,first attempt,1962
19672,female,2.9,32,yes,no,4,3,white,yes,first attempt,1963
19680,female,2.9,34,yes,yes,3,2,white,yes,first attempt,1966
19681,female,2.9,35.5,yes,yes,3,4,white,yes,first attempt,1967
19734,male,2.9,39,yes,yes,3,3,white,yes,first attempt,1968
19758,male,2.9,40,yes,yes,4,3,white,yes,first attempt,1968
19790,male,2.9,37,yes,yes,4,4,asian,yes,first attempt,1966
19815,female,2.9,36,yes,yes,4,4,white,yes,first attempt,1968
19821,male,2.9,36,no,yes,3,3,white,yes,first attempt,1968
19884,male,2.9,37,yes,yes,3,4,white,yes,first attempt,1965
19939,male,2.9,36,yes,yes,NA,3,white,yes,first attempt,1967
19967,male,2.9,33,yes,yes,5,3,white,yes,first attempt,1967
20000,female,2.9,34,yes,no,4,3,white,yes,first attempt,1968
20014,male,2.9,22,yes,yes,1,1,black,yes,first attempt,1968
20017,male,2.9,34.5,yes,yes,3,3,white,yes,second attempt,1945
20022,male,2.9,35,yes,yes,3,4,white,yes,first attempt,1949
20024,female,2.9,30,yes,yes,2,3,asian,no,no pass,1968
20028,female,2.9,39,yes,yes,4,3,white,yes,first attempt,1964
20061,male,2.9,42,yes,yes,3,5,white,yes,first attempt,1958
20066,male,2.9,43,yes,yes,4,3,white,yes,first attempt,1966
20070,male,2.9,39,yes,yes,3,3,white,yes,first attempt,1969
20086,male,2.9,42,yes,yes,4,4,black,yes,first attempt,1966
20135,female,2.9,29.3,yes,yes,3,5,other,yes,first attempt,1968
20136,male,2.9,30,yes,yes,3,5,black,yes,first attempt,1967
20142,male,2.9,39,yes,yes,3,4,white,yes,first attempt,1964
20155,female,2.9,35,yes,yes,3,5,white,yes,first attempt,1958
20170,male,2.9,32,yes,yes,5,3,white,yes,first attempt,1967
20175,male,2.9,33,yes,yes,3,4,white,yes,first attempt,1950
20176,male,2.9,39,yes,yes,4,4,white,yes,first attempt,1969
20189,male,2.9,37,yes,yes,3,3,white,yes,second attempt,1961
20229,female,2.9,35.5,yes,yes,4,1,white,yes,first attempt,1963
20299,male,2.9,33,yes,yes,4,3,white,yes,first attempt,1955
20318,male,2.9,40,yes,yes,4,4,white,yes,first attempt,1964
20328,female,2.9,26,yes,yes,4,4,black,no,no pass,1969
20344,female,2.9,39,yes,yes,3,5,white,yes,second attempt,1969
20347,female,2.9,43,yes,yes,4,4,white,yes,first attempt,1956
20368,male,2.9,27.7,yes,no,4,2,white,yes,first attempt,1967
20384,female,2.9,40,yes,yes,4,3,white,yes,first attempt,1970
20440,female,2.9,36,yes,yes,2,3,asian,yes,first attempt,1968
20470,female,2.9,35,yes,yes,3,3,white,yes,first attempt,1963
20484,male,2.9,44,yes,yes,4,4,white,yes,first attempt,1969
20497,male,2.9,34,yes,yes,3,3,hisp,yes,second attempt,1961
20508,female,2.9,37,yes,yes,3,3,white,yes,first attempt,1969
20512,male,2.9,39,yes,yes,4,3,hisp,yes,first attempt,1969
20523,male,2.9,39,yes,yes,4,5,white,yes,first attempt,1968
20555,male,2.9,35,yes,yes,2,4,white,yes,first attempt,1947
20569,female,2.9,39,yes,no,4,5,white,yes,first attempt,1968
20583,male,2.9,33,yes,yes,3,3,white,yes,first attempt,1968
20611,male,2.9,40,yes,yes,2,2,white,yes,first attempt,1960
20625,female,2.9,40,yes,yes,4,3,white,yes,first attempt,1966
20658,male,2.9,41,yes,yes,4,4,white,yes,first attempt,1967
20661,male,2.9,33,yes,yes,3,2,white,yes,first attempt,1960
20678,male,2.9,34,yes,yes,4,3,white,yes,first attempt,1966
20714,female,2.9,29.5,yes,yes,3,4,white,yes,first attempt,1967
20716,male,2.9,46,yes,yes,5,6,white,yes,first attempt,1960
20727,female,2.9,35,yes,yes,3,3,other,yes,first attempt,1968
20738,female,2.9,25,yes,yes,1,4,black,yes,first attempt,1969
20743,male,2.9,31,yes,yes,3,2,white,yes,first attempt,1966
20744,male,2.9,28,yes,no,2,2,white,yes,first attempt,1956
20751,male,2.9,32,yes,yes,3,4,white,yes,first attempt,1967
20781,female,2.9,29,yes,yes,2,2,white,yes,first attempt,1968
20801,male,2.9,41,yes,yes,4,3,white,yes,first attempt,1963
20832,male,2.9,29,yes,yes,5,3,white,yes,first attempt,1969
20845,male,2.9,31,yes,yes,1,4,black,yes,first attempt,1968
20846,female,2.9,30,yes,no,2,4,black,yes,first attempt,1957
20876,female,2.9,29,yes,yes,4,6,black,yes,first attempt,1967
20912,male,2.9,39,yes,yes,4,4,white,yes,first attempt,1969
20960,female,2.9,28,yes,yes,4,1,hisp,yes,first attempt,1969
20963,female,2.9,44,yes,yes,4,6,white,yes,first attempt,1969
21028,male,2.9,16,yes,no,4,3,black,yes,second attempt,1960
21029,male,2.9,35,yes,yes,4,2,white,yes,first attempt,1969
21032,female,2.9,40,yes,yes,3,6,black,yes,first attempt,1963
21044,male,2.9,45,yes,yes,4,3,white,yes,first attempt,1959
21073,male,2.9,37,yes,yes,4,2,white,yes,first attempt,1969
21083,male,2.9,31,yes,yes,4,5,hisp,yes,second attempt,1969
21119,male,2.9,35,yes,yes,4,2,white,yes,first attempt,1954
21142,male,2.9,38,yes,yes,4,4,white,yes,first attempt,1968
21149,female,2.9,24.5,no,yes,5,3,black,no,no pass,1969
21165,male,2.9,27,yes,yes,2,4,asian,yes,second attempt,1967
21167,male,2.9,37,yes,yes,3,4,white,yes,first attempt,1968
21187,male,2.9,38,yes,yes,4,3,white,yes,first attempt,1967
21195,male,2.9,43,yes,yes,4,5,white,yes,first attempt,1957
21207,female,2.9,38,yes,yes,4,2,white,yes,second attempt,1969
21220,male,2.9,38,yes,yes,4,4,white,yes,first attempt,1968
21234,male,2.9,41,yes,yes,4,5,asian,yes,first attempt,1968
21244,male,2.9,37,yes,yes,5,3,white,yes,first attempt,1965
21261,male,2.9,34,yes,yes,4,3,white,yes,first attempt,1969
21274,female,2.9,36,yes,yes,4,3,white,yes,first attempt,1969
21391,male,2.9,41,yes,yes,3,4,white,yes,first attempt,1966
21392,female,2.9,30,yes,yes,1,4,hisp,yes,first attempt,1964
21433,male,2.9,34,yes,yes,2,3,white,yes,first attempt,1965
21442,female,2.9,41,yes,yes,4,3,white,yes,first attempt,1954
21447,male,2.9,41,yes,yes,4,4,white,yes,first attempt,1964
21457,female,2.9,39,yes,yes,4,NA,white,yes,first attempt,1958
21499,female,2.9,32,yes,yes,4,4,white,yes,first attempt,1964
21502,female,2.9,40,yes,no,3,4,white,yes,first attempt,1961
21515,female,2.9,39,yes,no,3,4,white,yes,first attempt,1963
21527,male,2.9,28,yes,yes,3,3,white,no,no pass,1967
21548,male,2.9,42,yes,yes,4,4,white,yes,first attempt,1965
21566,male,2.9,43,yes,yes,4,3,white,yes,first attempt,1968
21587,male,2.9,22,yes,yes,4,1,black,yes,first attempt,1966
21594,female,2.9,36,yes,yes,3,5,white,yes,first attempt,1947
21606,female,2.9,22.5,yes,yes,3,3,hisp,yes,first attempt,1968
21609,female,2.9,35,yes,no,5,5,white,yes,first attempt,1958
21637,male,2.9,36,yes,no,3,3,white,no,no pass,1963
21640,male,2.9,43,yes,yes,5,5,other,yes,first attempt,1962
21649,female,2.9,15,yes,yes,2,5,hisp,yes,first attempt,1965
21704,male,2.9,31,yes,no,3,3,white,yes,first attempt,1964
21721,male,2.9,33,yes,yes,3,2,white,yes,first attempt,1961
21727,male,2.9,34,yes,yes,5,3,white,yes,first attempt,1967
21736,male,2.9,36,yes,yes,3,5,white,yes,second attempt,1969
21762,male,2.9,25,yes,yes,4,3,white,yes,second attempt,1925
21822,female,2.9,37,yes,yes,4,3,white,yes,first attempt,1969
21830,female,2.9,40,yes,yes,3,4,white,yes,first attempt,1952
21860,male,2.9,32,yes,yes,4,1,black,yes,second attempt,1963
21882,male,2.9,34,yes,yes,4,1,hisp,no,no pass,1967
21918,male,2.9,34,yes,yes,5,3,white,yes,first attempt,1967
21922,male,2.9,45,yes,yes,4,5,white,yes,first attempt,1969
21932,female,2.9,30,yes,yes,2,3,black,yes,first attempt,1966
21938,male,2.9,34,yes,yes,4,3,white,yes,first attempt,1964
21941,female,2.9,36,yes,yes,4,4,white,yes,first attempt,1962
21975,male,2.9,36,yes,yes,4,5,white,yes,first attempt,1969
22012,male,2.9,40,yes,no,3,3,white,yes,first attempt,1951
22028,female,2.9,23,yes,yes,4,4,black,yes,first attempt,1969
22036,male,2.9,36,yes,yes,3,3,white,yes,first attempt,1961
22061,male,2.9,37,yes,yes,4,5,white,yes,first attempt,1969
22068,female,2.9,38,yes,yes,4,3,white,yes,first attempt,1968
22096,male,2.9,42,yes,yes,4,4,white,yes,first attempt,1967
22117,female,2.9,37,yes,no,3,3,white,yes,second attempt,1965
22194,female,2.9,37,yes,yes,4,4,white,yes,first attempt,1969
22209,male,2.9,42,yes,yes,4,3,white,yes,first attempt,1969
22220,female,2.9,25,yes,yes,2,5,black,yes,first attempt,1964
22225,male,2.9,30,yes,yes,3,2,white,yes,first attempt,1967
22239,female,2.9,43,yes,yes,3,5,white,yes,first attempt,1969
22244,male,2.9,37,yes,yes,1,3,other,yes,first attempt,1958
22261,male,2.9,39,yes,yes,4,3,white,no,no pass,1969
22276,male,2.9,33,yes,yes,3,2,white,yes,first attempt,1967
22294,female,2.9,35,yes,yes,3,2,white,yes,first attempt,1969
22301,male,2.9,33,yes,yes,4,2,white,yes,first attempt,1961
22310,male,2.9,30,yes,no,5,2,white,yes,first attempt,1969
22325,female,2.9,36,yes,no,4,5,white,yes,first attempt,1965
22354,male,2.9,26.5,yes,yes,2,3,white,yes,first attempt,1962
22361,female,2.9,41,yes,yes,3,4,white,yes,first attempt,1966
22375,male,2.9,36,yes,yes,4,3,white,yes,second attempt,1963
22441,female,2.9,34,yes,yes,3,2,white,yes,first attempt,1966
22492,male,2.9,42,yes,yes,4,4,white,yes,first attempt,1967
22519,male,2.9,33,yes,yes,4,3,white,no,no pass,1969
22521,male,2.9,31.5,yes,yes,4,2,white,yes,first attempt,1967
22527,male,2.9,37,yes,yes,3,5,white,yes,first attempt,1967
